scheme_id,scheme_name,duration,nav,change,date
16892,Axis Strategic Bond FundMedium Duration,8 yrs 9 m,₹30.68,0.13%,2025-05-16
16908,PGIM India Emerging Markets Equity FundInternational,-,₹18.13,0.22%,2025-05-16
16115,JM ELSS Tax Saver FundELSS,3 yrs 11 m,₹53.21,-0.12%,2025-05-16
16319,LIC MF Flexi Cap FundFlexi Cap,4 yrs 6 m,₹101.41,0.42%,2025-05-16
28712,Aditya Birla Sun Life Manufacturing Equity FundThematic,4 yrs 3 m,₹34.08,0.59%,2025-05-16
15439,Aditya Birla Sun Life MNC FundThematic-MNC,4 yrs 11 m,"₹1,441.72",0.92%,2025-05-16
15172,PGIM India Liquid FundLiquid,10 yrs 10 m,₹341.42,0.02%,2025-05-18
15253,Axis Gold FundGold/ Precious Metals,4 yrs 1 m,₹29.81,1.33%,2025-05-16
15945,Kotak Equity Opportunities FundLarge & MidCap,3 yrs 11 m,₹380.28,0.44%,2025-05-16
15889,SBI Contra FundContra,2 yrs 10 m,₹413.5,0.26%,2025-05-16
15863,HSBC Low Duration FundLow Duration,9 yrs 9 m,₹30.05,0.06%,2025-05-16
15866,HSBC Short Duration FundShort Duration,9 yrs 8 m,₹27.97,0.14%,2025-05-16
27695,DSP 10Y G-Sec FundIndex,9 yrs 7 m,₹22.49,0.07%,2025-05-16
15872,HSBC Corporate Bond FundCorporate Bond,9 yrs 2 m,₹77.6,0.17%,2025-05-16
15594,Franklin India Feeder Franklin US Opportunities FundInternational,5 yrs,₹81.44,0.66%,2025-05-16
16070,Bandhan Focused Equity FundFocused,4 yrs,₹99.5,0.48%,2025-05-16
16601,HSBC Brazil FundInternational,9 yrs 3 m,₹7.89,-1.29%,2025-05-16
15628,HDFC Dynamic Debt FundDynamic Bond,9 yrs 2 m,₹99.83,0.18%,2025-05-16
2989,Quantum Value FundValue Oriented,4 yrs 1 m,₹130.09,0.34%,2025-05-16
15530,UTI Multi Asset Allocation FundMulti Asset Allocation,4 yrs 5 m,₹80.9,0.17%,2025-05-16
15553,Franklin India Equity Advantage FundLarge & MidCap,4 yrs,₹204.52,0.54%,2025-05-16
16575,DSP World Gold FoFInternational,2 yrs 6 m,₹28.59,0.38%,2025-05-16
33994,Mahindra Manulife Low Duration FundLow Duration,-,"₹1,740.34",0.06%,2025-05-16
39659,Aditya Birla Sun Life Retirement Fund - The 30s PlanRetirement Solutions,4 yrs 6 m,₹21.21,0.63%,2025-05-16
15947,Kotak ELSS Tax Saver FundELSS,4 yrs,₹133.32,0.21%,2025-05-16
27978,360 ONE Focused Equity FundFocused,4 yrs,₹52.58,0.78%,2025-05-16
15396,ICICI Prudential Balanced Advantage FundDynamic Asset Allocation,4 yrs 7 m,₹81.2,0.15%,2025-05-16
38322,Invesco India Smallcap FundSmall Cap,2 yrs 1 m,₹43.98,0.96%,2025-05-16
15418,ICICI Prudential Regular Savings FundConservative Hybrid,7 yrs 1 m,₹82.23,0.12%,2025-05-16
33389,Mahindra Manulife ELSS Tax Saver FundELSS,4 yrs,₹33.07,0.38%,2025-05-16
17126,SBI Arbitrage Opportunities FundArbitrage,10 yrs 11 m,₹35.61,-0.03%,2025-05-16
15380,Aditya Birla Sun Life Dividend Yield FundDividend Yield,2 yrs 10 m,₹479.79,0.84%,2025-05-16
16198,Sundaram Ultra Short Duration FundUltra Short Duration,10 yrs 11 m,"₹2,904.7",0.04%,2025-05-16
15301,Aditya Birla Sun Life Dynamic Bond FundDynamic Bond,9 yrs 10 m,₹49.95,0.1%,2025-05-16
38680,DSP Healthcare FundSectoral-Pharma,2 yrs 10 m,₹40.76,0.37%,2025-05-16
15211,PGIM India Corporate Bond FundCorporate Bond,9 yrs 7 m,₹48.01,0.2%,2025-05-16
16286,Tata Liquid FundLiquid,10 yrs 10 m,"₹4,130.52",0.02%,2025-05-18
16195,PGIM India Dynamic Bond FundDynamic Bond,8 yrs 9 m,"₹3,017.21",0.13%,2025-05-16
15715,Sundaram Financial Services Opportunities FundSectoral-Banking,2 yrs 10 m,₹116.54,0.21%,2025-05-16
17186,UTI Overnight FundOvernight,11 yrs 7 m,"₹3,522.04",0.02%,2025-05-18
16275,Invesco India Largecap FundLarge Cap,4 yrs,₹81.57,0.36%,2025-05-16
15401,Aditya Birla Sun Life India GenNext FundThematic-Consumption,4 yrs,₹243.56,0.4%,2025-05-16
16711,SBI Savings FundMoney Market,10 yrs,₹44.14,0.05%,2025-05-16
16167,Canara Robeco Savings FundLow Duration,10 yrs 3 m,₹42.99,0.06%,2025-05-16
16565,DSP US Flexible Equity Fund of FundInternational,4 yrs 6 m,₹64.22,1.01%,2025-05-16
16387,Templeton India Value FundValue Oriented,2 yrs 10 m,₹793.2,0.36%,2025-05-16
25549,Franklin India Banking & PSU Debt FundBanking and PSU,9 yrs 2 m,₹23.37,0.19%,2025-05-16
16149,Edelweiss Mid Cap FundMid Cap,2 yrs 1 m,₹113.18,0.47%,2025-05-16
9789,Quantum ELSS Tax Saver FundELSS,4 yrs 1 m,₹129.56,0.35%,2025-05-16
37560,Kotak Balanced Advantage FundDynamic Asset Allocation,4 yrs 10 m,₹22.12,0.16%,2025-05-16
15437,Aditya Birla Sun Life Mid Cap FundMid Cap,3 yrs 11 m,₹845.9,0.5%,2025-05-16
15841,Bank of India Liquid FundLiquid,10 yrs 11 m,"₹3,013.94",0.02%,2025-05-18
16893,Axis Conservative Hybrid FundConservative Hybrid,8 yrs 4 m,₹35.07,0.11%,2025-05-16
15585,Franklin India Technology FundSectoral-Technology,4 yrs 4 m,₹551.93,-0.56%,2025-05-16
33427,Motilal Oswal Balanced Advantage FundDynamic Asset Allocation,8 yrs 3 m,₹20.68,0.11%,2025-05-16
15425,ICICI Prudential Regular Gold Savings Fund (FOF)Gold/ Precious Metals,4 yrs 1 m,₹30.02,0.62%,2025-05-16
15759,Nippon India Large Cap FundLarge Cap,2 yrs 10 m,₹99.22,0.28%,2025-05-16
16242,Tata Large & Mid Cap FundLarge & MidCap,4 yrs,₹588.49,0.43%,2025-05-16
15379,ICICI Prudential Passive Strategy Fund (FOF)Equity FoF,4 yrs,₹169.06,0.19%,2025-05-16
37024,Invesco India Aggressive Hybrid FundAggressive Hybrid,4 yrs 4 m,₹24.94,0.25%,2025-05-16
16995,Kotak Multi Asset Allocator FoF - DynamicHybrid FoF,3 yrs 11 m,₹246.4,0.31%,2025-05-16
16579,Tata Retirement Savings Progressive PlanRetirement Solutions,4 yrs 4 m,₹78.21,0.5%,2025-05-16
40455,ICICI Prudential MNC FundThematic-MNC,4 yrs 3 m,₹29.38,0.62%,2025-05-16
36427,Navi Aggressive Hybrid FundAggressive Hybrid,4 yrs 6 m,₹22.67,0.06%,2025-05-16
15953,DSP Flexi Cap FundFlexi Cap,4 yrs 3 m,₹112.69,0.39%,2025-05-16
15325,UTI Liquid FundLiquid,10 yrs 11 m,"₹4,289.8",0.02%,2025-05-18
16453,SBI Magnum Ultra Short Duration FundUltra Short Duration,10 yrs 5 m,"₹6,030.64",0.04%,2025-05-16
15323,Aditya Birla Sun Life Income FundMedium to Long Duration,9 yrs 1 m,₹136.25,0.25%,2025-05-16
16177,Sundaram Focused FundFocused,4 yrs 3 m,₹173.34,-0.2%,2025-05-16
15295,Baroda BNP Paribas Conservative Hybrid FundConservative Hybrid,7 yrs 11 m,₹54.23,0.21%,2025-05-16
15299,Baroda BNP Paribas ELSS Tax Saver FundELSS,4 yrs 3 m,₹104.86,0.2%,2025-05-16
35442,Mahindra Manulife Mid Cap FundMid Cap,2 yrs 9 m,₹36.62,0.48%,2025-05-16
16547,DSP Natural Resources and New Energy FundEnergy,2 yrs 10 m,₹98.52,0.33%,2025-05-16
15544,Franklin Asian Equity FundInternational,8 yrs 11 m,₹32.26,-0.11%,2025-05-16
40493,Baroda BNP Paribas Money Market FundMoney Market,-,"₹1,388.18",0.05%,2025-05-16
16911,Edelweiss Large Cap FundLarge Cap,4 yrs 3 m,₹95.48,0.13%,2025-05-16
16171,Sundaram Nifty 100 Equal Weight FundFactor,4 yrs 3 m,₹180.18,0.68%,2025-05-16
16266,Tata Infrastructure FundSectoral-Infrastructure,2 yrs 10 m,₹182.75,1.46%,2025-05-16
16056,Bandhan ELSS Tax Saver FundELSS,4 yrs,₹171.85,0.2%,2025-05-16
16431,LIC MF ELSS Tax SaverELSS,4 yrs 1 m,₹172.88,0.51%,2025-05-16
16360,Invesco India Ultra Short Duration FundUltra Short Duration,10 yrs 1 m,"₹2,854.04",0.04%,2025-05-16
16262,Bandhan Large Cap FundLarge Cap,4 yrs 3 m,₹86.43,0.07%,2025-05-16
15802,SBI Magnum Midcap FundMid Cap,3 yrs 10 m,₹260.53,0.54%,2025-05-16
16144,Canara Robeco Emerging Equities FundLarge & MidCap,4 yrs,₹289.16,0.72%,2025-05-16
28236,Franklin India Multi Asset Solution Fund of FundsHybrid FoF,4 yrs 6 m,₹23.37,0.26%,2025-05-16
38740,ICICI Prudential Overnight FundOvernight,-,"₹1,386.52",0.02%,2025-05-18
39541,ICICI Prudential Retirement Fund - Hybrid Conservative PlanRetirement Solutions,-,₹18.51,0.13%,2025-05-16
16313,Invesco India Gilt FundGilt,9 yrs 2 m,"₹3,189.42",0.18%,2025-05-16
39635,Nippon India Nifty Next 50 Junior BeES FoFEquity FoF,4 yrs 1 m,₹25.12,1.45%,2025-05-16
15515,UTI Dividend Yield FundDividend Yield,4 yrs,₹186.57,0.66%,2025-05-16
16698,Kotak Credit Risk FundCredit Risk,9 yrs 3 m,₹32.9,0.18%,2025-05-16
10219,Quantum Equity FoF SchemeEquity FoF,4 yrs 3 m,₹83.71,0.38%,2025-05-16
15557,Franklin India Focused Equity FundFocused,4 yrs,₹118.84,-0.03%,2025-05-16
15978,DSP Small Cap FundSmall Cap,3 yrs 10 m,₹202.01,0.92%,2025-05-16
15650,Nippon India Growth FundMid Cap,2 yrs 1 m,"₹4,379.55",0.86%,2025-05-16
15688,Nippon India Money Market FundMoney Market,10 yrs 3 m,"₹4,173.44",0.05%,2025-05-16
15869,SBI Liquid FundLiquid,10 yrs 11 m,"₹4,092.51",0.02%,2025-05-18
17413,Bandhan Asset Allocation ConservativeHybrid FoF,8 yrs 9 m,₹35.45,0.08%,2025-05-16
40624,LIC MF Overnight FundOvernight,-,"₹1,333.79",0.02%,2025-05-18
15887,HSBC Flexi Cap FundFlexi Cap,3 yrs 11 m,₹237.69,0.4%,2025-05-16
16930,Quant Infrastructure FundSectoral-Infrastructure,2 yrs 10 m,₹40.79,1.24%,2025-05-16
15588,HDFC Focused 30 FundFocused,2 yrs 9 m,₹256.25,0.21%,2025-05-16
15535,ICICI Prudential Floating Interest FundFloater,9 yrs 1 m,₹460.18,0.08%,2025-05-16
15403,ICICI Prudential FMCG FundThematic,4 yrs 5 m,₹530.26,0.72%,2025-05-16
15726,Nippon India Equity Hybrid FundAggressive Hybrid,4 yrs 3 m,₹116.19,0.25%,2025-05-16
16536,Bank of India Short Term Income FundShort Duration,10 yrs 8 m,₹28.96,0.13%,2025-05-16
30859,Tata India Consumer FundThematic-Consumption,3 yrs 11 m,₹50.06,0.52%,2025-05-16
23751,Edelweiss Government Securities FundGilt,8 yrs 9 m,₹26.55,0.2%,2025-05-16
16298,Bandhan Low Duration FundLow Duration,10 yrs 1 m,₹39.23,0.05%,2025-05-16
15938,Invesco India Banking and PSU FundBanking and PSU,10 yrs 2 m,"₹2,424.91",0.16%,2025-05-16
40362,Franklin India Overnight FundOvernight,-,"₹1,341.66",0.02%,2025-05-18
15702,Nippon India Corporate Bond FundCorporate Bond,9 yrs 2 m,₹62.91,0.18%,2025-05-16
15356,UTI Large Cap FundLarge Cap,4 yrs 5 m,₹298.09,0.05%,2025-05-16
38210,Sundaram Money Market FundMoney Market,-,₹14.98,0.05%,2025-05-16
33847,Mahindra Manulife Equity Savings FundEquity Savings,4 yrs 11 m,₹23.57,0.06%,2025-05-16
24278,Bank of India Balanced Advantage FundDynamic Asset Allocation,5 yrs 1 m,₹26.53,0.09%,2025-05-16
15807,SBI Large & Midcap FundLarge & MidCap,3 yrs 11 m,₹651.85,0.23%,2025-05-16
16078,Bandhan Money Manager FundMoney Market,10 yrs 5 m,₹43.32,0.04%,2025-05-16
15984,Union Liquid FundLiquid,11 yrs 4 m,"₹2,524.21",0.02%,2025-05-18
17027,Kotak Corporate Bond FundCorporate Bond,9 yrs 2 m,"₹3,932.51",0.15%,2025-05-16
15486,Aditya Birla Sun Life Regular Savings FundConservative Hybrid,8 yrs 1 m,₹73.88,0.12%,2025-05-16
16271,Bandhan Bond Fund Medium Term PlanMedium Duration,9 yrs 7 m,₹49.84,0.13%,2025-05-16
16147,Mirae Asset Great Consumer FundThematic-Consumption,3 yrs 11 m,₹107.94,0.36%,2025-05-16
28805,Nippon India Retirement Fund - Income Generation SchemeRetirement Solutions,8 yrs 2 m,₹23.27,0.1%,2025-05-16
15447,UTI Credit Risk FundCredit Risk,-,₹19.18,0.09%,2025-05-16
16079,LIC MF Equity Savings FundEquity Savings,8 yrs 4 m,₹30.88,0.27%,2025-05-16
16703,JM Aggressive Hybrid FundAggressive Hybrid,2 yrs 10 m,₹134.21,0.17%,2025-05-16
15765,SBI Bluechip FundLarge Cap,4 yrs 4 m,₹101.24,0.29%,2025-05-16
15387,UTI MNC FundThematic-MNC,4 yrs 7 m,₹419.31,0.47%,2025-05-16
40571,Mahindra Manulife Aggressive Hybrid FundAggressive Hybrid,3 yrs 11 m,₹29.86,0.15%,2025-05-16
15347,Canara Robeco Short Duration FundShort Duration,9 yrs 9 m,₹27.62,0.13%,2025-05-16
16720,SBI Infrastructure FundSectoral-Infrastructure,2 yrs 9 m,₹53.36,0.26%,2025-05-16
16337,Invesco India Infrastructure FundSectoral-Infrastructure,2 yrs 1 m,₹74.73,0.82%,2025-05-16
15431,ICICI Prudential Technology FundSectoral-Technology,4 yrs 2 m,₹219.44,-0.57%,2025-05-16
17070,SBI Flexicap FundFlexi Cap,4 yrs 4 m,₹119.13,0%,2025-05-16
36497,Parag Parikh Liquid FundLiquid,-,"₹1,448.41",0.02%,2025-05-18
34872,Axis Corporate Bond FundCorporate Bond,-,₹18.03,0.15%,2025-05-16
16311,Franklin India Money Market FundMoney Market,10 yrs 1 m,₹51.47,0.05%,2025-05-16
16162,Mirae Asset Low Duration FundLow Duration,10 yrs 6 m,"₹2,439.69",0.05%,2025-05-16
38981,Tata Arbitrage FundArbitrage,-,₹14.98,-0.01%,2025-05-16
15749,Nippon India Small Cap FundSmall Cap,2 yrs 9 m,₹183.3,1.22%,2025-05-16
15312,Canara Robeco Gilt FundGilt,8 yrs 11 m,₹82.69,0.16%,2025-05-16
36975,UTI Nifty Next 50 Index FundLarge Cap Index,4 yrs 1 m,₹24.68,1.29%,2025-05-16
15269,UTI Aggressive Hybrid FundAggressive Hybrid,4 yrs,₹431.09,0.22%,2025-05-16
16707,JM Dynamic Bond FundDynamic Bond,9 yrs 8 m,₹44.71,0.09%,2025-05-16
34330,Baroda BNP Paribas Aggressive Hybrid FundAggressive Hybrid,4 yrs 4 m,₹31.42,0.14%,2025-05-16
39643,DSP Nifty Next 50 Index FundLarge Cap Index,4 yrs 1 m,₹26.34,1.29%,2025-05-16
15593,HDFC Flexi Cap FundFlexi Cap,2 yrs 10 m,"₹2,137.01",0.01%,2025-05-16
16488,Aditya Birla Sun Life Financial Planning FOF Conservative PlanHybrid FoF,5 yrs 1 m,₹35.99,0.29%,2025-05-16
16422,Nippon India Index BSE SensexLarge Cap Index,4 yrs 6 m,₹44.13,-0.18%,2025-05-16
15433,ICICI Prudential Short Term FundShort Duration,8 yrs 10 m,₹65.31,0.11%,2025-05-16
39181,LIC MF Arbitrage FundArbitrage,-,₹14.33,-0.02%,2025-05-16
15800,SBI Nifty Index FundLarge Cap Index,4 yrs 5 m,₹230.62,-0.12%,2025-05-16
16022,DSP Savings FundMoney Market,10 yrs 9 m,₹53.82,0.03%,2025-05-16
16916,Quant Absolute FundAggressive Hybrid,4 yrs,₹451.13,0.66%,2025-05-16
16246,Tata Ethical FundThematic,4 yrs 4 m,₹434.66,0.39%,2025-05-16
28151,Kotak Equity Hybrid FundAggressive Hybrid,4 yrs 3 m,₹70.8,0.34%,2025-05-16
17072,SBI Conservative Hybrid FundConservative Hybrid,6 yrs 6 m,₹78.39,0.14%,2025-05-16
15955,DSP Focused FundFocused,4 yrs 3 m,₹60.38,0.19%,2025-05-16
16679,ICICI Prudential All Seasons Bond FundDynamic Bond,8 yrs 7 m,₹39.9,0.09%,2025-05-16
16153,Sundaram Short Duration FundShort Duration,10 yrs,₹47.77,0.11%,2025-05-16
15274,Baroda BNP Paribas Multi Cap FundMulti Cap,3 yrs 10 m,₹310.77,0.25%,2025-05-16
16340,LIC MF Gilt FundGilt,9 yrs,₹66.84,0.22%,2025-05-16
29719,Nippon India Equity Savings FundEquity Savings,-,₹17.43,0.01%,2025-05-16
26639,Edelweiss Emerging Markets Opportunities Equity Offshore FundInternational,8 yrs 10 m,₹17.76,-0.49%,2025-05-16
16126,Mirae Asset Large & Midcap FundLarge & MidCap,4 yrs 3 m,₹163.49,0.36%,2025-05-16
17318,Edelweiss ELSS Tax Saver FundELSS,4 yrs,₹126.94,0.21%,2025-05-16
39325,Kotak Overnight FundOvernight,-,"₹1,372.65",0.02%,2025-05-18
39934,HSBC Large and Mid Cap FundLarge & MidCap,3 yrs 11 m,₹28.06,0.53%,2025-05-16
16460,Aditya Birla Sun Life Balanced Advantage FundDynamic Asset Allocation,4 yrs 7 m,₹119.33,0.16%,2025-05-16
40721,Motilal Oswal Nifty Smallcap 250 Index FundSmall Cap Index,2 yrs 10 m,₹36.63,1.53%,2025-05-16
15315,Axis Liquid FundLiquid,10 yrs 10 m,"₹2,909.99",0.02%,2025-05-18
19315,360 ONE Dynamic Bond FundDynamic Bond,9 yrs 5 m,₹23.85,0.2%,2025-05-16
15581,Franklin India ELSS Tax Saver FundELSS,2 yrs 10 m,"₹1,641.69",0.16%,2025-05-16
15549,Franklin India Bluechip FundLarge Cap,4 yrs 4 m,"₹1,122.39",0.18%,2025-05-16
16326,LIC MF Nifty 50 Index FundLarge Cap Index,4 yrs 5 m,₹148.33,-0.11%,2025-05-16
16139,Edelweiss Liquid FundLiquid,10 yrs 11 m,"₹3,381.72",0.02%,2025-05-18
15520,ICICI Prudential Gilt FundGilt,8 yrs 9 m,₹111.33,0.04%,2025-05-16
16316,Franklin India Pension FundRetirement Solutions,7 yrs 11 m,₹237.75,0.16%,2025-05-16
15360,DSP Aggressive Hybrid FundAggressive Hybrid,4 yrs 4 m,₹401.84,0.14%,2025-05-16
37989,DSP Corporate Bond FundCorporate Bond,-,₹16.14,0.11%,2025-05-16
15921,Kotak Gilt ment FundGilt,8 yrs 9 m,₹111.19,0.2%,2025-05-16
17324,Edelweiss Balanced Advantage FundDynamic Asset Allocation,4 yrs 7 m,₹57.03,0.3%,2025-05-16
16017,DSP ELSS Tax Saver FundELSS,2 yrs 10 m,₹153.48,0.3%,2025-05-16
16031,Bandhan Asset Allocation AggressiveHybrid FoF,4 yrs 7 m,₹48.32,0.09%,2025-05-16
16088,Bandhan Conservative Hybrid FundConservative Hybrid,8 yrs 11 m,₹35.94,0.13%,2025-05-16
15420,UTI Low Duration FundLow Duration,10 yrs 9 m,"₹3,578.65",0.06%,2025-05-16
15524,ICICI Prudential Long Term Bond FundLong Duration,8 yrs 10 m,₹99.65,0.15%,2025-05-16
16225,Tata Hybrid Equity FundAggressive Hybrid,4 yrs 6 m,₹483.92,0.07%,2025-05-16
40382,Kotak Floating Rate FundFloater,-,"₹1,537.75",0.12%,2025-05-16
15307,Axis Dynamic Bond FundDynamic Bond,8 yrs 10 m,₹32.73,0.17%,2025-05-16
16690,Edelweiss ASEAN Equity Off Shore FundInternational,5 yrs 1 m,₹32.64,0.21%,2025-05-16
28980,PGIM India Flexi Cap FundFlexi Cap,4 yrs 3 m,₹41.34,0.17%,2025-05-16
16178,Canara Robeco Liquid FundLiquid,11 yrs,"₹3,136.83",0.02%,2025-05-18
37750,Franklin India Equity Savings FundEquity Savings,-,₹17.7,0.01%,2025-05-16
15341,Baroda BNP Paribas Liquid FundLiquid,10 yrs 10 m,"₹3,017.52",0.02%,2025-05-18
15734,HDFC Liquid FundLiquid,10 yrs 11 m,"₹5,140.05",0.02%,2025-05-18
17392,ICICI Prudential Thematic Advantage Fund (FOF)Equity FoF,3 yrs 10 m,₹236.06,0.19%,2025-05-16
16571,DSP Global Clean Energy Fund of FundInternational,5 yrs 1 m,₹19.07,-0.33%,2025-05-16
36876,Bank of India Arbitrage FundArbitrage,-,₹14.28,-0.05%,2025-05-16
15932,Kotak Liquid FundLiquid,10 yrs 11 m,"₹5,287.44",0.02%,2025-05-18
15304,UTI Ultra Short Duration FundUltra Short Duration,10 yrs 3 m,"₹4,509.32",0.03%,2025-05-16
16265,Invesco India Financial Services FundSectoral-Banking,2 yrs 10 m,₹158.57,0.47%,2025-05-16
37823,Baroda BNP Paribas India Consumption FundThematic-Consumption,4 yrs,₹34.31,0.28%,2025-05-16
28770,Edelweiss Flexi Cap FundFlexi Cap,3 yrs 11 m,₹42.88,0.08%,2025-05-16
15658,Nippon India Ultra Short Duration FundUltra Short Duration,10 yrs 4 m,"₹4,404.78",0.04%,2025-05-16
35348,Union Balanced Advantage FundDynamic Asset Allocation,4 yrs 11 m,₹21.44,0.05%,2025-05-16
29779,SBI Equity Savings FundEquity Savings,5 yrs,₹26.05,0.09%,2025-05-16
15332,Canara Robeco Bluechip Equity FundLarge Cap,4 yrs 3 m,₹72.37,0.08%,2025-05-16
15958,DSP Gilt FundGilt,8 yrs 7 m,₹103.97,0.22%,2025-05-16
16066,Kotak Low Duration FundLow Duration,9 yrs 4 m,"₹3,619.92",0.06%,2025-05-16
40150,ICICI Prudential Bharat Consumption FundThematic-Consumption,3 yrs 9 m,₹26.57,0.61%,2025-05-16
29499,UTI Medium Duration FundMedium Duration,-,₹19.57,0.13%,2025-05-16
15711,Nippon India Hybrid Bond FundConservative Hybrid,10 yrs 6 m,₹63,0.07%,2025-05-16
27749,Edelweiss Equity Savings FundEquity Savings,6 yrs 6 m,₹27.27,0.14%,2025-05-16
16512,Tata Equity PE FundValue Oriented,3 yrs 9 m,₹383.52,0.64%,2025-05-16
39330,Edelweiss Small Cap FundSmall Cap,2 yrs 10 m,₹46.2,0.52%,2025-05-16
15293,Baroda BNP Paribas Midcap FundMid Cap,2 yrs 10 m,₹116.28,0.2%,2025-05-16
15791,SBI Magnum Global FundThematic-MNC,4 yrs 6 m,₹401.21,0.4%,2025-05-16
16001,DSP Midcap FundMid Cap,4 yrs 3 m,₹157.19,0.65%,2025-05-16
15362,DSP Bond FundMedium Duration,10 yrs 4 m,₹86.75,0.18%,2025-05-16
15786,SBI ESG Exclusionary Strategy FundThematic-ESG,4 yrs 5 m,₹259.97,0.36%,2025-05-16
15354,SBI Small Cap FundSmall Cap,3 yrs 11 m,₹190.55,0.41%,2025-05-16
15320,Canara Robeco Income FundMedium to Long Duration,9 yrs 2 m,₹62.43,0.13%,2025-05-16
16718,ICICI Prudential Credit Risk FundCredit Risk,8 yrs 7 m,₹34.77,0.12%,2025-05-16
37440,Bandhan Ultra Short Term FundUltra Short Duration,-,₹15.28,0.03%,2025-05-16
15782,SBI Equity Hybrid FundAggressive Hybrid,4 yrs 6 m,₹325.26,-0.02%,2025-05-16
28923,LIC MF Large & Mid Cap FundLarge & MidCap,3 yrs 11 m,₹43.77,0.66%,2025-05-16
27103,HSBC Business Cycles FundBusiness Cycle,2 yrs 10 m,₹46.17,0.92%,2025-05-16
35140,Baroda BNP Paribas Focused FundFocused,4 yrs 3 m,₹24.43,0.32%,2025-05-16
15761,Nippon India Vision FundLarge & MidCap,2 yrs 10 m,"₹1,547.45",0.47%,2025-05-16
31175,HDFC Retirement Savings Fund - Hybrid Debt PlanRetirement Solutions,7 yrs 11 m,₹24.25,0.11%,2025-05-16
38298,ICICI Prudential Manufacturing FundThematic,2 yrs 7 m,₹36.36,1.11%,2025-05-16
27862,Bandhan Balanced Advantage FundDynamic Asset Allocation,4 yrs 11 m,₹27.58,0.15%,2025-05-16
27397,PGIM India Arbitrage FundArbitrage,-,₹19.49,0%,2025-05-16
15286,Baroda BNP Paribas Large Cap FundLarge Cap,4 yrs 1 m,₹251.51,0.14%,2025-05-16
15567,HDFC Overnight FundOvernight,11 yrs 11 m,"₹3,815.83",0.02%,2025-05-18
16658,Aditya Birla Sun Life Global Excellence Equity FoFInternational,4 yrs 11 m,₹34.78,0.68%,2025-05-15
15563,Franklin India NSE Nifty 50 IndexLarge Cap Index,4 yrs 5 m,₹210.78,-0.12%,2025-05-16
15393,Aditya Birla Sun Life Money Manager FundMoney Market,10 yrs 1 m,₹372.05,0.04%,2025-05-16
38592,Baroda BNP Paribas Balanced Advantage FundDynamic Asset Allocation,4 yrs 7 m,₹26.01,0.22%,2025-05-16
30863,Tata Resources & Energy FundEnergy,4 yrs,₹51.93,0.6%,2025-05-16
20909,Motilal Oswal Ultra Short Term FundUltra Short Duration,-,₹17.3,0.02%,2025-05-16
15935,Invesco India Arbitrage FundArbitrage,10 yrs 8 m,₹34.19,-0.02%,2025-05-16
16211,HDFC Income Plus Arbitrage Active FoFOthers,4 yrs 6 m,₹42.68,0.08%,2025-05-16
16699,Kotak Flexicap FundFlexi Cap,4 yrs 3 m,₹93.72,0.41%,2025-05-16
16105,Sundaram Low Duration FundLow Duration,10 yrs 6 m,"₹3,683.53",0.06%,2025-05-16
26380,Union Small Cap FundSmall Cap,3 yrs 11 m,₹50.36,0.92%,2025-05-16
16394,Invesco India PSU Equity FundThematic-PSU,1 yrs 11 m,₹75.03,2.25%,2025-05-16
16140,Canara Robeco Dynamic Bond FundDynamic Bond,9 yrs 2 m,₹32.91,0.15%,2025-05-16
17351,Kotak Debt Hybrid FundConservative Hybrid,5 yrs 1 m,₹67.57,0.18%,2025-05-16
16037,Bandhan Core Equity FundLarge & MidCap,2 yrs 9 m,₹150.84,0.56%,2025-05-16
15260,Axis Multi Asset Allocation FundMulti Asset Allocation,4 yrs 7 m,₹45.32,0.39%,2025-05-16
15575,Franklin India Flexi Cap FundFlexi Cap,2 yrs 10 m,"₹1,814.03",0.2%,2025-05-16
34763,LIC MF Small Cap FundSmall Cap,3 yrs 8 m,₹32.68,0.64%,2025-05-16
15620,HDFC Gold ETF Fund of FundGold/ Precious Metals,4 yrs 1 m,₹29.37,0.92%,2025-05-16
15979,Union Flexi Cap FundFlexi Cap,4 yrs,₹55.53,0.13%,2025-05-16
40301,Mirae Asset Focused FundFocused,4 yrs 5 m,₹27.53,0.64%,2025-05-16
16971,ICICI Prudential Focused Equity FundFocused,2 yrs 10 m,₹102.88,0.19%,2025-05-16
15452,UTI Dynamic Bond FundDynamic Bond,9 yrs 2 m,₹33.79,0.11%,2025-05-16
15917,Kotak Money Market FundMoney Market,10 yrs 4 m,"₹4,499.78",0.04%,2025-05-16
15698,Nippon India Consumption FundThematic-Consumption,3 yrs 2 m,₹221.63,0.53%,2025-05-16
15959,PGIM India Equity Savings FundEquity Savings,8 yrs 4 m,₹55.28,-0.02%,2025-05-16
39258,LIC MF Short Duration FundShort Duration,-,₹15.52,0.15%,2025-05-16
39186,Tata Balanced Advantage FundDynamic Asset Allocation,4 yrs 10 m,₹22.36,0.09%,2025-05-16
39022,Nippon India Overnight FundOvernight,-,₹138.21,0.02%,2025-05-18
27073,Invesco India Credit Risk FundCredit Risk,10 yrs 1 m,"₹2,139.9",0.08%,2025-05-16
19045,Motilal Oswal Focused FundFocused,4 yrs 7 m,₹49.19,1.91%,2025-05-16
15643,Nippon India Floating Rate FundFloater,9 yrs 4 m,₹47.37,0.15%,2025-05-16
